x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
7.6129532170585925,7.864933541714045,7.69705588358695,6.979131308072127,5.646897103274334,3.8044707374941162,1.6950732055731295,-0.46627789087113986,-2.6588376866930057,-5.124983649224166,-8.37294839317183,-10.000000000000131,-10.000000000000169,-10.00000000000021,-10.000000000000233,-10.000000000000213,-10.000000000000153,-10.00000000000008,-4.012188368676191,2.682496952511688,6.102051863078774,7.281109002877062,7.199335124183747,6.50612031112153,5.575050189950004,4.605088352425561,3.6948856715138847,2.8874886506251056,2.195656747388483,1.616106925273921,1.1375978578677284,0.7454882091149758,0.4241811350155814,0.1582517781136167,-0.0672714652810849,-0.26719927679283545,-0.4569147545698075,-0.6535270836091379,-0.877525353254245,-1.1551126724496639
